,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
Karad Urban Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,,1.56,0.37,,,,-5.87,-2.33,,6.85,,6.76,27.67,5.99,26.9,0.88,,0.36,0.08,0.86,,,1.35,0.54,,6.69,,5.23,26.9,4.34,26.01,3.2,,10.85,-0.91,,,,1.86,6.11,10.17,4.3,,42.75,148.1,10.11,180.74,1.11,,33.42,0.63,1.06,2.25,2.25,2.3,6.97,13.15,7.19,,187.04,180.74,114.65,253.12,5.1,,32.83,0.68,6.13,2.14,2.14,7.79,23.42,,,,137.21,253.12,159.91,230.42,16.8,,52.58,0.6,26.04,2.04,2.04,18.49,57.17,13.94,5.01,,,,,,13.63,9.31,36.89,0.3,12.03,0.95,0.95,14.83,39.91,16.93,8.4,,87.11,232.95,35.17,,16.53,,52.66,0.6,10.84,1.93,1.93,17.67,48.89,12.51,2.84,,37.25,284.89,103.92,
Karnataka Bank Ltd.,7.03,,167.12,0.67,9.82,13.5,13.45,10.03,233.38,3.73,1.31,,300.28,443.2,193.84,549.64,8.92,,204.61,0.72,11.49,15.23,15.2,11.23,292.47,3.27,1.62,,323.76,549.64,171.23,702.17,7.06,,246.07,0.73,9.92,13.07,13.06,11.17,375.74,3.27,2.11,,378.31,702.17,395.76,684.72,8.34,,348.08,0.89,12.82,18.48,18.46,13.33,542.63,2.51,1.51,,413.45,684.72,459.31,638.86,6.49,,311.03,0.71,10.31,16.51,16.5,11.2,509.06,2.92,1.91,,653.88,638.86,456.8,835.94,8.31,,451.45,0.91,13.59,23.96,23.96,13.33,684.02,2.95,1.98,,929.83,835.94,821.56,944.21,7.52,,415.29,0.78,11.76,19.68,19.68,11.81,628.69,3.44,2.35,,1125.07,944.21,888.88,1180.4,6.91,,452.26,0.74,9.86,19.38,19.38,13.52,781.92,4.21,2.64,,1348.37,1180.4,947.18,1581.59,3.61,452.26,325.61,0.49,4.75,11.52,11.52,16.17,972.27,4.92,2.96,,2119.87,1581.59,1325.39,2376.07,6.71,,477.24,0.64,8.94,15.35,15.35,15.66,1020.93,4.41,2.95,,1447.86,2376.07,1367.55,2456.38,5.59,,431.78,0.53,7.95,13.89,13.89,16.84,1230.82,4.82,3.08,,1998.58,2456.38,1655.03,2799.93,6.21,,482.57,0.57,8.22,15.52,15.48,19.5,1410.81,4.91,3.19,,1346.37,2799.93,1557.89,2588.41,7,,508.62,0.56,7.95,16.36,16.29,15.88,1066.53,3.9,2.42,,1552.86,2588.41,1890.44,2250.82,12.6,,1180.24,1.21,14.75,37.88,37.66,20.81,1625.77,3.74,1.7,,1836.64,2250.82,1794.55,2292.91,13.42,,1306.28,1.22,14.3,39.84,39.66,17.5,1581.39,3.53,1.58,,1650.2,2292.91,1364.69,2578.42
Karur Vysya Bank Ltd.,16.73,,336.03,1.76,22.58,62.23,36.31,22.13,440.2,1.72,0.23,,120.94,205.86,91.46,235.34,16.67,,415.59,1.71,22.15,44.9,44.83,22.48,551.32,1.26,0.07,,53.55,235.34,60.74,228.15,13.85,,519.29,1.56,21.02,46.81,46.81,17.54,624.64,1.33,0.33,,174,228.15,81.16,320.99,11.61,,550.32,1.35,19.26,51.35,50.94,17.67,825.42,1.85,0.37,,200.54,320.99,235.67,285.86,7.45,,429.6,0.86,13.34,40.08,39.78,9.59,535.98,0.82,0.41,,147.83,285.86,154.51,279.18,7.5,,455.61,0.88,12.13,39.86,39.78,16.15,969.52,1.85,0.78,,619.24,279.18,220.64,677.78,8.14,,567.63,1.03,11.4,46.59,46.59,19.92,1205.52,1.3,0.55,,1133.41,677.78,1300.01,511.18,8.89,567.63,605.98,1,11.85,9.29,9.29,23.22,1473.3,3.58,2.53,,1330.83,511.18,358.2,1483.81,4.61,605.98,345.67,0.53,5.39,4.78,4.78,23.96,1548.2,6.56,4.16,,2091.75,1483.81,559.8,3015.76,2.58,,210.87,0.31,2.76,2.64,2.64,21.97,1446.21,8.79,4.98,,2342.92,3015.76,909.11,4449.57,3.46,,235.02,0.32,3.8,2.94,2.94,22.28,1565.41,8.68,3.92,,1602.25,4449.57,1839.05,4212.77,5.04,,359.39,0.49,4.95,4.5,4.5,17.6,1150.29,7.85,3.41,,959.35,4212.77,1029.25,4142.87,9.88,,673.27,0.86,8.97,8.42,8.41,23.04,1488.41,6.03,2.31,,842.73,4142.87,1554.56,3431.04,13.31,,1106.09,1.27,12.8,13.81,13.78,27.24,2025.38,2.27,0.74,,479.24,3431.04,2452.13,1458.15,15.12,,1604.81,1.63,16.84,19.99,19.97,22.35,2215.99,1.4,0.4,,499.23,1458.15,915.74,1041.64
Kerala Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kokan Mercantile Co-Op. Bank Ltd.,8.21,,2.94,0.27,6.16,,,7.38,1.69,,,,26.44,18.42,26.96,17.91,6.19,,1.66,0.24,4.63,,,7.84,1.94,,2.2,,27.95,17.91,29.81,16.05,7.28,,2.8,0.32,6.55,,,12.98,4.14,,0.78,,34.75,16.05,36.18,14.61,7.8,,2.87,0.46,6.83,,,12.62,4.68,,,,70.84,14.61,56.37,29.08,7.09,,2.77,0.53,5.67,,,12.45,4.83,,,,87.42,29.08,97.09,19.42,4.69,,1.87,0.08,3.92,,,8.6,3.43,,,,78.6,19.42,74.5,23.52,7.86,,3.82,0.44,8.06,,,14.34,7.2,,,,8.52,23.52,11.82,20.22,5.09,,7.6,0.25,,,,10.06,6.13,,,,17.09,43.42,13.91,46.59,17.3,,12.54,0.74,14.69,-15.99,15.99,22.19,15.39,10.51,0.28,,6.26,46.59,19.99,32.86,4.33,,3.21,1.31,3.3,9.65,9.65,16.92,11.45,6.71,0.12,,4.85,32.86,13.08,24.63,3.22,,4.36,1.02,2.32,11.29,11.29,12.87,8.59,6.05,0.74,,9.24,24.63,9.29,24.58,6.73,,4.86,0.29,4.51,3.26,3.26,5.87,3.88,,,,174.22,24.58,87.08,111.72,-3.6,,-2.52,,-2.45,,,14.43,9.97,21.3,17.24,,17.6,111.72,42.54,86.78,-5.01,,-2.07,,-2.95,1.76,1.76,-5.11,-3.05,26.72,20.65,,69.35,86.78,47.84,108.29,-0.04,,0.11,0.15,-0.03,-18.34,-18.34,-0.31,-0.21,17.13,10.59,,,108.29,35.28,73.02
Kotak Mahindra Bank Ltd.,13.84,,563.12,1.72,12.91,8.09,8,31.88,1233.63,2.4,1.73,,626.43,689.21,548.3,767.34,15.86,,818.18,1.77,14.01,11.35,11.28,24.31,1205.14,1.12,0.72,,217.49,767.34,381.34,603.49,14.98,,1085.05,1.83,14.63,14.69,14.61,22.45,1608.92,1.2,0.61,,303.61,603.49,292.91,614.19,14.65,,1360.72,1.81,15.59,18.31,18.24,22.79,2096.99,1.13,0.64,,464.32,614.19,320.4,758.11,14.29,,1502.52,1.8,13.4,19.62,19.59,22.58,2280.96,1.98,1.08,,934.24,758.11,632.91,1059.44,14.52,,1865.98,1.98,13,12.1,12.07,24.8,2905.69,1.85,0.92,,753.46,1059.44,575.67,1237.23,10.42,,2089.78,1.19,10.36,11.42,11.4,19.67,3710.72,2.36,1.06,,2866.06,1237.23,1265.18,2838.11,15.03,,3411.5,1.73,12.25,18.57,18.55,26.12,5452.19,2.59,1.26,,1797.13,2838.11,1056.63,3578.61,16.17,,4084.3,1.73,11.75,21.54,21.51,27.6,6462.79,2.22,0.98,,1858.21,3578.61,1611.44,3825.38,16.42,,4865.33,1.69,11.68,25.35,25.32,28.39,8029.63,2.14,0.75,,1995.24,3825.38,1352.68,4467.94,17.91,,5947.18,1.87,12.68,30.88,30.84,29.91,9574.64,2.25,0.71,,3394.97,4467.94,2836.02,5026.89,20.99,,6964.84,1.85,12.1,35.17,35.14,35.44,11307.27,3.25,1.21,,5488.32,5026.89,3089.7,7425.51,22.56,,8572.69,2.13,11.32,43.02,43.01,34.47,11550.88,2.34,0.64,,4316.13,7425.51,5271.9,6469.71,24.83,,10939.3,2.47,13.48,54.89,54.87,34.06,14206.44,1.78,0.37,,3989.92,6469.74,4691.34,5768.32,23.67,,13781.58,2.61,14.86,69.15,69.15,33.84,19011.71,1.39,0.34,,5001.11,5768.32,5494.65,5274.78
Krishna Bhima Samruddhi Local Area Bank Ltd.,5.19,,0.88,1,8.7,1,1,-10.63,-1.47,,2,,1.18,1.47,1.06,1.59,5.66,,1.19,1.14,10.02,0,0,-6.67,-1.16,,,,1.32,1.59,0.63,2.28,6.88,,1.78,1.37,12.57,1.97,1.97,-1.23,-0.26,,,,1.05,2.28,1.16,2.16,4.72,,1.18,0.89,7.44,1.31,1.31,-2.92,-0.62,,1.73,,2.29,2.16,1.24,3.21,8.51,,2.33,1.68,12.72,2.59,2.59,-1.69,-0.37,,0.85,,0.69,3.21,1.23,2.67,13.24,,4.03,2.6,16.83,0,0,5.67,1.39,,0.54,,0.66,2.67,1.2,2.13,9.75,,3.54,2,10.9,,,4.14,1.15,1.99,0.59,,1.41,2.13,0.97,2.57,8.59,,3.6,1.71,9.91,,,0.73,0.23,2.09,0.63,,1.12,2.57,0.71,2.99,5.5,3.6,2.4,1.02,6.15,,,-3.54,-1.13,2.74,0.83,,1.82,2.99,0.77,4.04,3.09,2.4,2.22,0.96,3.07,,,-8.33,-2.52,3.06,0.93,,1.66,4.04,0.84,4.86,4.62,2.22,2.12,0.85,4.57,,,-5.89,-1.87,4.18,1.92,,4.12,4.86,1.58,7.41,8.13,,2.67,0.91,9.23,,,-4.72,-1.76,2.82,0.85,,1.33,7.41,3.11,5.63,12.47,,7.15,2.06,14.98,,,6.3,2.8,2.15,0.29,,2.16,5.63,2.51,5.28,17.67,,11.72,2.74,21.16,,,11.92,6.36,1.85,,,15.86,5.28,15.73,5.41,20.75,,16.01,3.16,24.25,,,16.71,11.07,1.7,,,24.23,5.41,23.37,6.26
Krung Thai Bank Public Co. Ltd.,0.5,,0.02,0.03,0.05,,,22.81,0.91,,,,,,,,30.39,,4.16,5.37,7.93,,,17.6,0.85,,,,,,,,22.34,,1.43,1.72,3.33,,,39.44,2.52,,,,,,,,23.11,,1.99,1.9,4.51,,,41.11,3.54,,,,,,,,16.58,,1.86,1.36,4.16,,,30.75,3.45,,,,,,,,8.66,,0.78,0.52,1.75,,,15.65,1.41,,,,,,,,22.99,,2.6,1.67,5.68,,,40.43,4.52,,,,,,,,24.46,,3.63,2.12,7.7,,,42.09,6.23,,,,,,,,21.03,,3.81,1.82,7.85,,,36.98,6.7,,,,,,,,24.44,,5.14,2.08,9.95,,,41.71,8.76,,,,,,,,27.58,,7.05,2.31,12.21,,,47.92,12.23,,,,,,,,21.69,,6.03,1.6,9.33,,,40.58,11.27,,,,,,,,23.72,,6.91,1.62,9.67,,,41.78,12.17,,,,,,,,21.16,,6,1.33,7.7,,,37.74,10.7,,,,,,,,22.53,,7.53,1.46,10.52,,,40.63,13.58,,,,,,,
Kunbi Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,0.17,,,,,8.7,0.38,,,,,,,,11.22,,0.57,,6.05,,,9.51,0.47,,,,,,,
Kurla Nagarik Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,,7.26,0.84,,,,4.75,1.25,,,,,,,17.73,9.42,,2.73,0.44,7.55,,,15.33,4.4,,,,,,,14.03,8.69,,8.62,0.57,,,,16.57,14.28,,,,,,,,11.37,,10.77,0.33,9.83,,,17.71,16.25,,,,,,,,-6.06,,0.37,0.37,-4.62,,,2.95,2.43,,,,,,,,10.09,,7.89,0.39,7.24,,,15.03,11.69,,,,,,,,7.66,,6.62,0.32,5.77,,,24.92,21.52,,,,,,,,1.28,,1.1,0.07,0.81,,,14.92,11.09,,,,,,,
Lakshmi Vilas Bank Ltd. [Merged],5.79,,22.47,0.53,8.65,11.5,11.5,6.68,24.62,,1.89,,11.97,187.45,74.65,124.77,3.35,,17.58,0.33,4.7,3.6,3.6,11.26,52.87,3.57,1.58,,79.5,124.77,73.09,131.18,2.55,,25.27,0.41,3.68,5.18,5.18,11.02,63.13,3.51,1.55,,46.32,131.18,39.52,137.98,6.24,,50.3,0.71,10.94,10.31,10.31,9.09,67.47,2.71,1.24,,36.49,137.98,30.42,144.05,3,,30.67,0.33,5.13,4.95,4.95,12.69,125.98,5.12,4.11,,389.3,144.05,208.18,325.17,8.34,,101.14,0.91,13.03,10.37,10.37,15.36,179.27,1.93,0.9,,137.54,325.17,304.92,157.79,6.32,,107.12,0.73,12.65,10.97,10.98,6.92,112,2.98,1.74,,282.97,157.79,133.03,307.73,3.85,,91.57,0.54,8.33,9.39,9.39,7.38,138.91,3.87,2.43,,400.15,307.73,247.97,459.91,2.05,,59.66,0.32,4.72,6.11,6.12,7.27,153.88,4.19,3.44,,668.69,459.91,582.14,546.46,4.71,,132.29,0.61,9.6,9.16,9.15,10.61,255.28,2.75,1.85,,256.3,546.46,348.14,454.62,6.02,,180.24,0.69,11.27,10.05,10.05,11.26,314.04,1.97,1.18,,196.9,454.62,260.27,391.25,7.44,,256.07,0.83,14.38,14.07,13.95,16.11,539.43,2.67,1.76,,597.2,391.25,348.26,640.19,-29.97,256.07,-584.87,-1.57,-49.21,-28.29,-28.11,4.84,156.87,9.98,5.66,,2916.02,640.19,862,2694.21,-41.86,-584.87,-894.1,-2.32,-67.21,-34.66,-34.59,-11.49,-341.25,15.3,7.49,,1412.21,2694.21,747.43,3358.99,-46.12,894.1,-836.04,-2.61,-85.45,-25.16,-25.16,-11.68,-280.01,25.39,10.04,,1553.24,3358.99,678.92,4233.31
Lord Krishna Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,-10.86,,-24.42,,-30.38,-4.31,-4.31,-15.25,-31.93,,4.22,,43.99,95.29,48.64,90.64,1.75,,3.69,0.17,2.29,0.39,0.39,-5.26,-10.41,,3.11,,18.11,90.64,38.04,70.71
M U F G Bank Ltd.,0.37,,0.33,0.02,0.09,,,26.94,27.58,,,,0.12,8.01,0.19,7.94,23.61,,50.65,2.11,6.28,,,43.08,68.51,,0,,0.01,7.94,0.22,7.73,32.05,,84.1,2.4,9.38,,,58.43,150.89,,,,,7.72,0.48,7.24,17.15,,67.76,1.49,5.53,,,42.32,160.03,,,,1.51,7.24,0.6,8.15,21.35,,73.26,1.31,4.06,,,46.48,153.86,,,,,8.15,0.82,7.33,25.69,,101.62,1.64,3.88,,,65.45,258.24,,,,,7.33,0.04,7.29,27.18,,212.44,2.26,6.85,,,59.5,453.2,,,,11.81,7.29,10.92,8.18,26.48,,268.14,2.06,8.13,,,52.98,518.98,,,,0.48,8.18,,8.66,15.33,,181.75,1.24,5.17,,,47.35,536.83,0,0,,0.8,8.66,0,9.46,14.98,,211.91,1.26,5.68,,,39.83,525.28,2,0.14,,100.37,9.46,2.35,107.48,12.5,,189.38,1.04,4.83,,,35.25,520.47,1.28,,,0.87,107.48,,108.35,28.59,,531.42,2.61,11.32,,,38.09,599.68,0.11,,,10.25,108.35,97.97,20.64,18.96,,313.03,1.42,6.41,,,34.92,550.55,0.85,,,70.04,20.64,5.13,85.55,18.42,,384.85,1.62,7.17,,,32.93,620.7,0.58,,,0.56,85.56,5.18,80.94,17.53,,444.96,1.63,6.8,,,34.67,723.39,,,,0.92,80.94,70,11.86
Madhya Pradesh Rajya Sahakari Bank Maryadit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64,,3.92,,,,,8.18,3.68,,,,,,,,8.82,,4.18,,6.49,,,8.71,4.12,,,,,,,,6.05,,3.53,,4.93,,,5.98,3.47,,,,,,,,9.62,,8.65,,10.69,,,9.34,8.34,,,,,,,,15.98,,11.01,,11.74,,,14.94,10.17,,,,,,,,8.5,,8.7,,8.27,,,8.37,8.55,,,,,,,,6.87,,7.04,,6.11,,,6.84,6.99,,,,,,,,6.92,,8.17,,6.56,,,6.88,8.12,,,,,,,,6.68,,9.25,,6.63,,,6.6,9.14,,,,,,,,4.52,,7.02,,4.45,,,4.47,6.94,,,,,,,,0.18,,0.32,,0.19,,,0.13,0.23,,,,,,,
Madhyanchal Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.92,,-97.91,-1.29,,,,-4.42,-24.05,,20.94,,366.44,538.76,81.4,823.81,-21.24,,-108.57,-1.37,-121.44,,,-6.39,-33.66,27.65,18.75,,294.76,823.81,463.6,654.97,-58.81,,-378.22,-4.49,,,,-50.49,-322.85,32.31,23.39,,293.3,654.97,172.27,775.99,-10.38,,-86.85,-0.91,,,,-5.18,-39.2,26.46,17.06,,85.53,77.6,146.88,714.64,3.74,,32.69,0.31,215.49,,,13.18,113.64,17.9,8.75,,89.66,714.64,227.17,577.14,8.07,,74.95,0.64,21.25,,,17.15,158.45,13.09,3.32,,82.85,577.14,144.15,515.83
Mahakaushal Kshetriya Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.28,,-2.06,,,,,-22.04,-2.12,,7.23,,2.29,4.14,1.27,5.17,-0.48,,0.03,,,,,0.32,0.04,,4.58,,1.41,5.17,1.53,5.04
Mahanagar Co-Op. Bank Ltd.,7.29,,3.01,,6.31,,,6.9,2.83,,,,,,,,10.8,,6.02,,12.93,,,10.08,5.54,,,,,,,,6.15,,2.89,,7.1,,,4.95,2.28,,,,,,,,18.43,,10.54,,23.73,,,17.33,9.76,,,,9.18,10.11,,19.29,11.62,,6.21,,11.76,,,10.27,5.4,,,,3.71,19.29,,23,18.05,,10.23,0.9,16.55,,,15.89,8.74,,,,10.08,40.15,12.51,37.72,11.88,,5.9,0.63,8.33,,,9.32,4.49,,,,12.74,37.73,5.75,44.71,14.96,,7.23,1.09,9.2,,,12.25,5.73,,4.38,,7.29,44.71,9.98,42.02,10.68,,5.88,0.47,6.76,,,11.18,5.94,,4.53,,13.73,42.02,11.3,44.45,15.47,,44.64,0.73,,,,16.73,46.56,9.09,2.99,,66.05,104.16,30.8,139.41,14.18,,41.96,0.83,11.66,3.19,3.19,15.03,40.54,10.42,3.82,,75.61,139.41,40.4,174.63,13.59,,46.49,0.79,10.54,3.19,3.19,14.3,39.91,11.64,3.96,,60.1,174.63,31.64,203.09,18.41,,54.49,0.78,12.33,3.25,3.25,18.59,50.76,13.53,3.75,,50.2,203.08,24.51,228.77,14.45,,39.7,0.59,8.59,2.66,2.66,16.1,42.76,13.56,3.12,,28.97,228.77,37.64,220.09,12.01,,32.89,0.58,6.54,2.81,2.81,14.73,38.4,13.86,2.46,,38.88,220.09,43.41,215.56
Maharashtra Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malad Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,6.47,,0.38,,,,,13.81,0.78,,,,,,,,13.09,,1.02,,12.22,,,16.42,1.2,,,,,,,,15.94,,1.36,,12.59,,,14.34,1.2,,,,,,,,17.26,,1.71,,13.99,,,15.46,1.5,,,,,,,,12.66,,1.54,,11.75,,,11.2,1.34,,7.45,,,,,7.85,15.17,,2.24,,14.88,,,14.17,2.07,,9.68,,,7.85,,10.91,8.62,,1.36,0.85,7.71,,,7.3,1.09,,,,2.46,10.91,1.38,11.99,15.22,,2.64,1.52,14,,,14.09,2.41,,,,7.73,11.99,1.52,18.19,7.78,,4.78,0.37,,2.02,2.02,15.44,6.31,,,,3.13,11.16,6.25,8.04,1.5,,2.63,0.55,1.41,2.89,2.89,10.52,4.13,,,,7.35,8.04,3.48,11.91,4.94,,2.92,0.69,4.5,3.51,,11.16,4.47,,,,18.18,11.91,1.39,28.7,4.92,,4.01,0.71,4.08,3.59,,12.35,4.89,10.54,6.42,,1.91,28.7,6.95,23.66,11.29,,4.56,0.98,8.77,5.19,,7.4,2.66,11.42,6.69,,3.61,23.66,3.73,23.55,5.25,,2.07,0.43,3.72,2.36,,6.75,2.38,8.53,2.02,,3.74,23.55,8.89,18.4
Mandvi Co-Operative Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,,1.03,,,,,7.48,1.52,,,,,,,,4.03,,1.26,,6.62,,,5.6,1.72,,,,,,,,20.71,,12.5,0.58,,,,20.71,12.52,,,,,13.19,,13.19,9.79,,5.75,0.54,12.26,,,8.67,5.01,,,,9.29,13.19,,22.48,9.87,,5.63,0.96,10.54,,,8.39,4.71,,,,,,,,7.73,,4.11,0.29,6.95,,,5.76,3,,,,,,,36.9,8.43,,4.47,0.28,6.96,,,6.57,3.41,,,,,,,38.93
