,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone
Kotak Mahindra Bank Ltd.,3255.63,3958.84,68.71,3.97,1233.63,,,,6.3,1147.29,2545.63,33.79,74.97,4189.76,5045.27,66.53,2.86,1205.14,,,,5.2,1508.62,3653.9,35.69,86.44,6180.23,7233.03,63.56,2.79,1608.92,,,,4.7,1774.28,5442.03,28.86,88.52,8042.49,9280.9,79.58,2.87,2096.99,,,,4.6,2133.85,6970.67,26.94,88.01,8767.12,10240.26,92.97,3.09,2280.96,,,,4.97,2431.71,7655.38,27.83,87.61,9719.87,11975.86,109.99,3.18,2905.69,,,,4.87,3122.71,8618.85,30.89,85.25,16384.19,19065.62,78,2.31,3710.72,,,,4.3,5253.35,14873.48,30.95,87.62,17698.93,21282.13,151.57,3.03,5452.19,,,,4.5,5424.42,15136.44,30.35,84.7,19748.49,23917.71,239.62,3.04,6462.79,,,,4.4,6239.74,16653.46,31.46,83.97,23890.04,28622.19,133.12,2.9,8029.63,,,,4.2,7209.09,19893.35,30.35,83.74,26929.62,32378.33,179.97,3.14,9574.64,,,,4.6,8550.53,22070.6,32.35,83.5,26840.28,32410.02,296.81,3.12,11307.27,,,3.85,4.41,8088.58,20235.29,31.79,79.53,27038.82,34841.84,404.26,3,11550.88,,,3.22,4.62,9944.96,21586.61,37.86,82.17,34250.86,42562.42,344.1,3.35,14206.44,,,3.65,5.33,13309.72,27056.23,42.09,85.56,45798.9,56822.91,190.39,3.71,19011.71,,,4.77,5.32,16053.21,36574.99,37.3,84.98
Krishna Bhima Samruddhi Local Area Bank Ltd.,13.83,16.95,3.12,2,-1.47,,,,,7.61,14.96,47.36,93.09,17.4,21.04,3.64,2.53,-1.16,,,,,9.27,18.21,46.7,91.74,21.12,25.73,4.6,3.64,-0.26,,,,,11.21,20.85,46.81,87.06,21.23,25.01,3.78,2.61,-0.62,,,,,11.68,21.51,49.01,90.26,21.95,26.4,4.36,3.2,-0.37,,,,,12.08,21.74,50.19,90.32,24.52,29.84,5.23,5.27,1.39,,,,,12.93,22.35,50.1,86.59,27.78,32.97,4.83,4,1.15,,,,,14.42,25.6,49,86.99,31.34,36.8,4.98,3.02,0.23,,,,,16.47,30.26,49.61,91.14,31.91,38.34,5.76,2.55,-1.13,,,,,17.28,31.88,48.08,88.7,30.25,36.77,5.4,2.06,-2.52,,,7.09,7.39,17.94,31.32,51.92,90.65,31.66,38.04,5.9,1.91,-1.87,,7.7,6.98,7.3,18.62,32.07,51.84,89.28,37.3,46.34,8.6,2.76,-1.76,,7.97,7.36,6.97,20.79,37.67,47.61,86.26,44.46,55.22,9.69,4.25,2.8,,8.28,7.24,7.15,20.73,40.42,43.12,84.09,53.35,64.9,11.24,4.6,6.36,,8.45,6.85,7.07,22.88,46.02,43.02,86.54,66.26,79.06,12.64,5.15,11.07,,9.03,6.61,7.92,27.99,54.11,44.39,85.82
Krung Thai Bank Public Co. Ltd.,2.27,4,0.01,1.32,0.91,,,,,2.17,2.83,54.52,71.11,4.5,11.59,5.83,8.7,0.85,,,,,2.97,3.7,39.97,49.8,5.94,6.4,0.01,3.15,2.52,,,,,2.32,3.54,46.68,71.23,7.76,8.61,,3.47,3.54,,,,,2.21,4.71,33.38,71.15,10.28,11.22,,2.51,3.45,,,,,2.94,7.49,31.41,80.02,7.9,9.01,,0.95,1.41,,,,,3.7,7.39,44.96,89.79,9.55,11.21,,2.93,4.52,,,,,3.6,6.54,41.81,75.96,12.86,14.84,0.04,3.89,6.23,,,,,3.14,8.3,28.01,74.04,16.58,18.12,,3.2,6.7,,,,,3.38,11.14,23.62,77.85,19.58,21.03,0.03,3.56,8.76,,,,,3.5,12,22.03,75.52,24.21,25.56,0.04,4.02,12.23,,,,,3.27,13.15,17.67,71.04,27.06,27.8,0.03,3,11.27,,,,,3.39,16.38,15.57,75.24,28.44,29.13,,2.85,12.17,,,,,3.58,16.87,16.11,75.92,27.69,28.35,,2.37,10.7,,,,,3.52,17.38,15.75,77.76,32.7,33.42,,2.62,13.58,,,,,4.31,18.93,16.65,73.12
Kunbi Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,4.51,0.14,,0.38,,,,,1.68,3.92,38.71,90.32,3.32,5.08,0.14,,0.47,,,,,1.92,4.4,42.57,97.56
Kurla Nagarik Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.98,32.4,0.06,0.84,1.25,,,7.17,,7.24,24.43,28.8,97.18,28.13,28.99,0.22,0.7,4.4,,,8,,7.91,23.71,30.12,90.29,80.78,87.37,0.04,1.35,14.28,,,7.48,,18.83,70.72,23.91,89.8,82.69,92.11,,1.77,16.25,,,6.35,,20.34,74.51,25.01,91.6,75.8,87.75,,0.54,2.43,,,6.67,,20.49,78.68,23.45,90.04,71.79,77.82,,0.78,11.69,,,5.57,,19.99,64.74,28.59,92.58,66.17,86.4,0.05,1.07,21.52,,,5.52,,21.88,63.58,27.43,79.69,63.57,74.5,,0.37,11.09,,,5.26,,17.46,62.16,23.79,84.69
Lakshmi Vilas Bank Ltd. [Merged],322.06,389.03,20.37,0.94,24.62,,,,,94.16,326.57,25.69,89.09,418.26,483.9,12.94,1.37,52.87,,,,,94.76,409.21,20.32,87.75,506.05,598.75,15.54,1.45,63.13,,,,,107.88,501.21,18.81,87.4,657.62,767.33,22.33,1.54,67.47,,,,,147.69,661.98,20.6,92.32,912.71,1019.43,26.57,1.77,125.98,,,,,174.18,841.99,17.62,85.16,1064.83,1212.32,45.08,2.48,179.27,,,,,224.06,944.99,20.16,85.04,1519.25,1692.67,74.28,1.59,112,,,,,287.76,1459.91,18.15,92.08,1760.54,1979.55,81.07,1.48,138.91,,,,2.62,315.74,1699.45,16.72,90.01,1983.95,2217.24,84.58,1.63,153.88,,,,2.87,381.43,1921.97,17.68,89.08,2214.54,2516.43,96.3,1.73,255.28,,,,,426.75,2115.93,17.9,88.75,2568.3,2880.38,84.5,1.57,314.04,,,,2.78,504.98,2436.62,18.7,90.24,2846.66,3440.11,92,2.04,539.43,,,,2.85,603.32,2760.25,18.95,86.69,3041.62,3819.45,145.35,0.95,156.87,,,,2.38,723.2,3027.55,16.42,68.74,2839.89,3514.89,138.87,-0.03,-341.25,,,,1.65,755.22,3243.15,17.13,73.56,2206.68,2903.34,160.63,-0.05,-280.01,,,,1.56,725.44,2595.4,19.4,69.41
Lord Krishna Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,195.07,223.84,14.49,,-31.93,,,6.35,,57.77,238.47,23.27,96.06,184.3,210.97,12.94,0.57,-10.41,,,6.04,,66.21,203.14,31.94,98
M U F G Bank Ltd.,79.01,116.67,13.59,2.58,27.58,,,,,39.6,72.2,34.04,62.06,127.41,176.97,5.52,4.27,68.51,,,,,39.14,88.38,30.98,69.97,213.54,261.35,2.63,5.57,150.89,,,,,27.73,104.77,15.64,59.11,315.37,381.16,0.02,3.86,160.03,,,,,36.97,211.3,11.8,67.42,256.42,335.84,2.8,3.93,153.86,,,,,44.18,170.55,16.83,64.95,313.32,395.1,0.27,4.19,258.24,,,,,58.76,125.99,20.02,42.93,601.87,768.53,1.66,4.95,453.2,,,,,121.97,298.16,21.93,53.62,821.68,1005.97,23.99,4.11,518.98,,,,,155.8,447.96,21.12,60.71,949.59,1179.61,44.76,4.02,536.83,,,,,165.92,579.72,16.63,58.1,1127.68,1401.89,80.85,3.58,525.28,,,,,196.98,766.63,16.55,64.42,1215.28,1503.45,25.18,3.07,520.47,,,,,210.15,927.43,15.99,70.58,1290.65,1734.45,108.86,2.95,599.68,,,,,229.86,952.02,19.11,79.14,1263.83,1592.93,2.57,2.65,550.55,,,,,239.13,1008.88,18.68,78.82,1503.72,1979.62,69.54,2.48,620.7,,,,,269.38,1248.71,16.89,78.3,1716.63,2183.74,21.29,2.65,723.39,,,,,313.71,1349.11,18.04,77.59
Madhya Pradesh Rajya Sahakari Bank Maryadit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.81,45.39,0.24,,3.68,,,,,4.6,41.37,11.09,99.76,47.18,47.37,0.06,,4.12,,,,,5.57,43.08,12.9,99.75,57.52,58.38,0.06,,3.47,,,,,6.91,54.7,12.6,99.73,89.13,89.88,0.31,,8.34,,,,,7,81.07,8.62,99.8,67.94,68.91,0.84,,10.17,,,,,8.19,57.77,14.15,99.78,102.02,102.36,0.15,,8.55,,,,,10.79,93.49,11.52,99.82,102.11,102.5,0.05,,6.99,,,,,12.79,95.18,13.4,99.71,117.88,118.07,0.05,,8.12,,,,,17.63,109.38,16.04,99.53,138.19,138.57,0.11,,9.14,,,,,25.17,128.6,19.46,99.44,155.09,155.44,0.08,,6.94,,,,,23.46,147.75,15.81,99.55,179.51,179.88,0.09,,0.23,,,,,33.99,178.82,18.93,99.59
Madhyanchal Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.58,546.34,1.85,-0.26,-24.05,,,,1.76,205.8,566.31,31.94,87.9,496.08,536.16,5.32,-0.36,-33.66,,,4.52,1.76,201.45,557.76,31.25,86.51,604.96,643.07,3.59,-3.79,-322.85,,,7.02,2.73,580.81,956.45,56.87,93.65,702.83,765.84,3.29,-0.38,-39.2,,,8.56,3.61,430.94,789.21,50.54,92.56,803.76,873.12,11.01,1.18,113.64,,,3.75,4.17,380.69,742.37,45.3,88.33,851.51,928.51,4.74,1.38,158.45,,,3.69,4.07,389.32,760.67,45.61,89.12
Mahakaushal Kshetriya Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27,10.16,0.54,,-2.12,,,,,4.06,11.59,33.22,94.84,11.58,12.69,0.25,,0.04,,,,,4.1,12.23,32.39,96.6
Mahanagar Co-Op. Bank Ltd.,26.39,41.19,0.19,,2.83,,,,,7.65,37.07,20.04,97.09,54.57,55.56,0.46,,5.54,,,,,8.47,49.54,17.1,100,45.1,46.84,0.6,,2.28,,,,,11.36,42.34,25.85,96.34,52.85,57.16,0.77,2,9.76,,,,,12.26,44.8,26.3,96.1,49.27,53.43,0.81,1,5.4,,,,,12.72,45.81,26.94,97.01,28.63,56.59,1.55,1.93,8.74,,,,,14.41,45.01,31.08,97.09,47.25,49.6,1.4,0.92,4.49,,,,,14.95,41.79,34.21,95.63,46.27,48.26,1.49,1.19,5.73,,,5.47,,14.1,38.85,34.37,94.69,51.73,54.79,1.64,0.96,5.94,,,5.37,,16.8,44.58,34.35,91.15,272.05,288.1,9.76,1.72,46.56,,,6.41,,66.77,224,27.43,92.01,266.05,285.12,13.59,1.9,40.54,,,5.96,,71.64,221.43,29.46,91.06,270.17,299.86,14.06,1.77,39.91,,,6.05,,71.79,231.54,28.33,91.38,261.4,283.46,7.6,1.82,50.76,,,5.66,,60.96,215.21,26.62,93.99,255.93,273.53,7.74,1.11,42.76,,,4.99,3.83,73.06,216.48,31.24,92.58,254.39,266.1,4.39,0.92,38.4,,,4.55,3.87,78.48,216.47,33.65,92.82
Maharashtra Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malad Sahakari Bank Ltd.,,,,,,,,,,,,,,5.58,5.73,0.07,,0.78,,,,,1.66,4.65,31.03,86.92,7.23,7.46,0.1,,1.2,,,,,1.97,5.87,30.59,91.15,8.27,8.53,0.16,,1.2,,,,,2.02,6.96,28.17,97.07,9.57,9.91,0.21,,1.5,,,,,2.39,8.01,29.15,97.68,11.83,12.16,0.2,,1.34,,,7.89,,2.83,10.4,26.65,97.93,13.3,14.83,0.22,,2.07,,,8.11,,3.1,12.2,24.62,96.9,13.86,15.27,0.25,0.86,1.09,,,8.08,,3.25,13.53,23.36,97.27,12.9,17.34,0.24,1.54,2.41,,,7.55,,3.58,14.43,24.35,98.16,38.43,42.5,,1.17,6.31,,,6.42,,9.12,33.95,24.18,90.01,36.44,41.34,,0.96,4.13,,,6.21,,10.62,34.31,27.43,88.63,37.6,41.03,,1.23,4.47,,,6.17,,10.46,34.77,27.45,91.24,37.81,41.67,,1.69,4.89,,,6.05,3.46,9.41,33.95,24.99,90.15,35.44,40.39,4.45,1.49,2.66,,,5.37,3.47,11.41,32.88,31.84,91.77,34.12,39.43,4.19,1.36,2.38,,,5.09,3.29,11.9,32.53,31.85,87.07
Mandvi Co-Operative Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.06,20.82,0.51,,1.52,,,,,7.44,18.2,37.59,91.97,30.42,31.24,0.54,,1.72,,,,,8.27,28.22,27.59,94.13,49.1,60.46,,2.6,12.52,,,,,9.84,47.16,20.52,98.33,51.52,58.76,0.74,1.04,5.01,,,,,10.83,51.85,20.43,97.81,52.78,57.04,0.92,0.97,4.71,,,,,11.42,50.45,22.21,98.13,49.29,53.15,1.11,0.75,3,,,,,12.62,47.63,25.73,97.12,50.08,53,1.06,0.88,3.41,,,,,13.46,46.96,27.74,96.76
Mangal Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.28,0.07,,0.25,,,,,0.48,0.93,47.52,92.08,1.25,1.35,0.09,,0.21,,,,,0.46,1.03,40.71,91.15,1.46,1.59,0.12,,0.31,,,,,0.47,1.14,40.17,97.44,1.76,1.9,0.13,,0.42,,,,,0.54,1.31,39.71,96.32,1.86,2,0.13,,0.29,,,,,0.66,1.5,41.51,94.34,1.77,1.96,0.18,,0.08,,,,,0.69,1.59,40.59,93.53,1.86,2.09,0.22,,0.02,,,,,0.75,1.7,40.54,91.89,2.06,2.42,0.35,,-0.04,,,,,0.81,1.97,38.39,93.36,2.27,2.52,0.24,,0.28,,,,,0.83,1.88,41.5,94,2.22,2.57,0.34,,0,,,,,1.04,2.13,46.64,95.52,2.93,3.32,0.38,,0.24,,,,,1.41,2.61,52.22,96.67
Mapusa Urban Co-Op. Bank Of Goa Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,21.67,0.14,,-10.31,,,,,6.98,27.5,19.27,75.92,10.8,11.86,0.37,,-13.48,,,,,7.3,24.01,28.11,92.45,7.82,8.63,0.66,,-11.81,,,,,5.06,19.4,22.49,86.22,39.02,41.56,0.17,,-8,,,6.21,,16.37,48.66,33.16,98.58,37,37.36,0.24,,-6.57,,,6.84,,16.6,42.99,38,98.42
Maratha Mandir Co-Op. Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38,14.88,0.15,,3.33,,,,,2.95,11.01,25.92,96.75,18.46,18.98,0.16,,1.52,,,,,4.64,16.72,26.82,96.65
Maratha Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,5.72,0.01,,0.66,,,,,1.61,4.75,29.38,86.68,5.23,7.67,0.01,,1.33,,,,,1.46,6.05,19.68,81.54,11.06,11.4,0.31,,2.55,,,,,1.62,8.18,17.07,86.2,15.36,15.7,0.31,,4.83,,,,,1.86,10.26,14.21,78.38,12.35,14.53,0.44,1.27,1.41,,,,,2.68,12.44,20.76,96.36,15.62,16.18,0.48,1.99,2.64,,,,,2.8,12.72,21.44,97.4,16.54,17.25,0.62,1.57,2.21,,,,,3.06,13.83,20.94,94.66
Mashreqbank P S C,6.62,26.56,0.01,6.47,6.99,,,,,5.36,6.18,33.07,38.12,6.23,18.22,0.03,10.98,9.88,,,,,5.32,5.57,58.4,61.14,5.33,15.93,0.05,7.71,8.54,,,,,5.56,6.21,53.1,59.31,5.22,18.77,0.02,5.92,7.32,,,,,7.94,8.65,54.76,59.66,2.97,22.23,1.8,7.71,11.91,,,,,8.07,8.21,56.04,57.01,5.2,27.42,0.68,9.04,15.04,,,,,11.04,11.21,62.06,63.01,9.83,30.78,0.18,9.32,19.24,,,,,9.5,10.55,49.63,55.12,12.64,44.39,0.02,9.61,27.17,,,,,13.29,16.68,44.09,55.34,14.97,44.76,0.43,7.53,26.1,,,,,14.89,17.92,46.01,55.38,16.46,47.41,0.02,7.49,26.68,,,,,15.18,17.51,55.24,63.72,17.27,45.81,0.02,6.26,24.88,,,,,19.36,20.41,64.53,68.03,20.47,52.48,0.29,6.36,27.06,,,,,21.71,23.78,60.69,66.48,28.23,64.22,0.11,5.64,31.44,,,,,24.72,28,57.01,64.58,44.4,63.9,,3.15,26.42,,,,,27.89,34.42,59.1,72.94,87.08,106.83,,4.71,68.7,,,,,31.7,36.02,43.62,49.56
Memon Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04,16.39,0.25,,4.98,,,,,5.46,10.59,48.92,94.89,16.57,16.91,0.23,,4.41,,,,,6.01,11.68,48.98,95.19,18.56,20.37,1.66,,1.11,,,,,8.62,16.97,46.54,91.63,21.4,22.63,1.05,,1.46,,,,,9.26,19.43,45.02,94.46,28.32,30.58,2.05,,2.58,,,,,9.27,25.12,30.85,83.59,33.92,36.69,2.49,,5.07,,,,,11.19,28.24,36.21,91.39
Mizuho Bank Ltd.,98.37,135.79,0.01,1.69,39.14,,,,,39.02,89.6,33.86,77.74,154.38,221.72,,4.21,129.76,,,,,46.2,84.15,31.07,56.59,287.64,395.11,0.05,7.06,311.38,,,,,59.17,76.56,27.14,35.12,424.77,520.82,,6.06,382.9,,36445,,,70.49,130.81,20.26,37.59,586.7,634.64,,4.58,374.96,,47241,,,115.85,243.82,26.7,56.2,712.45,781.89,3.03,4.03,393.66,,56887,,,147.28,352.71,24.3,58.19,768.5,902.51,,3.01,379.3,,52450,,,177.49,422.61,27.79,66.17,848.92,938.47,,2.12,306.72,,47966,,,205.08,577.12,26.55,74.73,818.19,980.99,,2.71,377.81,,46927,,,212.58,561.58,27.11,71.61,967.46,1103.14,0.01,2.55,400.17,,,,,231.42,668.3,25.54,73.75,1197.41,1522.1,0.04,3.33,639.17,,,,,241.61,858.1,21.58,76.63,973.72,1210,,2.25,463.25,,,,,295.43,722.2,30.7,75.05,833.1,1107.24,2.05,1.87,396.93,,,,,311.74,681.02,34.14,74.59,1451.37,1819.24,,1.9,502.55,,,,,388.92,1250.5,25.32,81.4,2181.86,2673.96,,2.45,770.66,,,,,535.72,1809.67,23.97,80.98
Model Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06,6.15,0.06,,0.46,,,,,1.18,5.48,20.88,96.99,11.34,11.46,0.07,,1.47,,,,,1.62,9.74,15.93,95.77,12.49,12.79,0.24,,1.38,,,,,1.99,11.02,16.95,93.87,14.4,14.7,0.24,1.45,1.88,,,,,2.19,12.28,17.16,96.24,14.37,14.74,0.31,1.06,1.12,,,,,2.53,13.01,19.01,97.75,12.67,13.09,0.36,0.66,0.51,,,6.3,,2.48,11.99,20.29,98.12,14.23,14.93,0.63,0.85,0.68,,,6.69,,2.67,13.47,19.14,96.56,18.66,19.31,0.59,0.84,1.21,,,7.34,,3.33,17.31,18.52,96.27,26.93,27.6,0.6,1.43,2.69,,,7.97,,4.4,24.07,17.41,95.21
Mogaveera Co-Op. Bank Ltd.,19.66,23.54,1.08,0.6,-0.92,,,5.78,,7.04,20.75,32.37,95.4,21.19,22.35,1.02,0.02,-0.96,,,5,,7.19,21.29,32.26,95.51,27.13,28.69,1.29,0.7,1.22,,,5.57,,7.85,25.21,29.94,96.15,30.49,33.13,1.96,0.89,1.48,,,6.64,,8.81,28.71,29.48,96.08,32.02,34.28,1.99,0.22,-3.81,,,6.85,,10.29,34.85,28.5,96.54,38.67,41.26,2.25,0.14,-1.5,,,6.42,,12.17,39.04,30.04,96.37,52.93,55.9,1.91,0.92,3.23,,,7.28,,13.77,49.45,27.13,97.42,70.47,82.52,2.93,0.74,3.21,,,8.05,,18.57,67.19,24.31,87.97,74.74,78.88,2.3,0.39,0.71,,,7.6,,21.47,75.11,27.2,95.17,69.8,80.64,1.84,,1.11,,,7.12,,20.23,75.77,25.89,96.95,77.66,83.61,3.89,1.48,6.9,,,6.21,,23.07,70.19,31.3,95.22,73.27,83.94,3.08,1.47,4.52,,,6.37,,25.78,73.86,32.79,93.93,60.83,66.79,1.91,1.39,-7.21,,,6.28,,20.93,68.04,30.36,98.68,60.91,64.16,1.5,,-5.39,,,5.33,,19.39,66.29,28.32,96.82,56.35,58.71,1.66,,-3.15,,,5.81,,20.36,59.64,33.83,99.09
Morgan Guaranty Trust Co. Of New York [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,5.21,0.01,,-11.33,,,,,13.21,15.54,79.92,94.01,20.29,41.61,2.64,2.1,4.79,,,,,16.79,30.5,47.82,86.87,27.07,40.01,2,0.21,-0.65,,,,,16.14,35.74,41.35,91.57
